uid,prediction
u000247,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000257,"i001922,i002009,i001240,i001049,i001682,i000977,i001753,i000555,i000058,i001584"
u000259,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000260,"i000521,i000554,i001143,i000342,i001445,i001949,i000167,i000661,i000931,i000909"
u000263,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000272,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000281,"i001753,i001906,i001508,i000282,i001151,i001682,i000518,i000301,i001191,i000931"
u000286,"i001753,i001151,i001445,i001922,i001515,i000282,i001508,i001335,i001682,i001914"
u000292,"i001069,i000481,i001952,i000909,i000661,i000947,i001445,i000521,i001949,i001663"
u000297,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000302,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000307,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000308,"i000646,i000481,i001663,i001038,i001069,i002132,i000158,i000207,i000619,i001478"
u000309,"i000555,i000324,i000898,i000110,i000327,i000877,i001151,i001134,i000977,i000720"
u000321,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000331,"i001151,i001753,i000282,i001906,i001682,i000931,i001240,i001508,i001069,i000360"
u000335,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000350,"i000481,i001952,i001038,i001069,i000207,i001663,i000661,i001478,i000248,i000158"
u000355,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000358,"i001455,i001673,i001445,i001949,i001710,i000554,i001914,i001952,i000931,i000481"
u000366,"i000481,i001038,i000207,i000909,i001663,i001478,i001952,i001069,i000158,i000521"
u000372,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000373,"i000909,i000342,i000661,i000521,i000481,i001952,i000248,i000563,i000570,i000207"
u000379,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000380,"i000909,i000521,i000481,i001069,i000342,i000661,i001713,i001952,i000324,i000947"
u000382,"i000555,i001753,i000324,i001922,i000898,i001151,i001508,i001682,i000360,i000325"
u000387,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000388,"i000555,i001151,i001914,i000282,i000360,i001508,i001753,i001649,i001875,i001906"
u000391,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000392,"i001151,i001240,i000555,i000282,i002056,i000360,i001922,i001682,i002009,i001786"
u000395,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000414,"i001445,i000481,i001046,i000554,i000661,i001949,i001478,i001143,i002132,i000619"
u000421,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000423,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000427,"i000481,i000342,i000521,i000661,i000207,i001038,i001952,i000909,i001478,i001663"
u000429,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000432,"i000481,i001663,i000521,i000207,i001069,i000342,i000909,i001952,i001478,i000661"
u000434,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000438,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000442,"i000481,i001663,i000646,i001038,i001478,i002132,i001046,i000619,i000521,i000207"
u000453,"i000909,i000342,i001713,i000521,i001319,i000563,i000570,i000481,i000619,i000110"
u000458,"i000481,i000909,i001069,i001143,i001663,i000521,i000554,i000342,i000898,i000324"
u000465,"i001922,i001682,i001914,i001649,i001753,i001335,i001508,i000325,i001049,i000058"
u000474,"i000646,i001663,i001949,i000554,i002132,i001069,i000481,i001445,i001189,i000167"
u000477,"i001455,i001673,i001445,i001710,i000554,i001949,i001314,i000805,i001191,i000931"
u000484,"i001922,i002009,i000181,i000682,i002056,i001049,i001240,i000977,i001740,i001545"
u000487,"i001069,i001710,i001949,i001455,i001922,i000554,i001663,i001445,i000909,i000481"
u000491,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000496,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000501,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000502,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000508,"i001952,i000661,i000248,i000481,i001038,i002146,i001046,i000270,i001673,i000158"
u000516,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000518,"i000481,i001949,i000207,i000554,i001445,i001455,i001046,i000909,i001038,i001952"
u000522,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000541,"i000521,i000342,i000909,i000481,i000248,i000661,i000207,i000947,i000619,i000563"
u000549,"i001240,i001682,i000282,i001151,i001914,i001649,i001688,i001049,i000931,i001786"
u000554,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000555,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000561,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000563,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000569,"i000324,i000555,i000110,i000898,i000327,i001134,i000877,i000720,i001516,i000977"
u000571,"i001069,i000481,i000521,i000947,i001267,i000342,i000207,i000909,i001663,i001713"
u000572,"i000324,i000555,i000110,i000898,i000327,i000909,i000342,i000521,i000661,i000720"
u000573,"i001038,i000481,i000248,i001952,i000158,i000661,i001296,i002146,i001131,i000207"
u000574,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000581,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000590,"i001069,i001663,i000481,i001445,i001949,i000554,i000931,i001046,i000947,i001875"
u000593,"i000521,i000342,i000661,i000248,i000481,i000554,i001952,i000619,i000909,i001046"
u000600,"i001455,i001069,i001710,i000931,i001673,i001445,i001949,i000554,i001952,i000947"
u000601,"i000481,i001038,i001952,i000661,i001663,i001046,i000158,i000207,i001478,i000619"
u000602,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000604,"i000661,i000521,i000342,i000248,i001952,i000481,i001046,i000207,i000270,i001038"
u000607,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000621,"i000324,i000909,i000110,i000555,i000342,i000481,i000898,i001713,i000521,i000327"
u000624,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000627,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000635,"i000481,i000909,i000342,i000521,i001069,i000661,i001952,i001663,i000207,i000554"
u000647,"i000695,i001049,i001584,i000058,i001688,i001462,i001240,i000401,i001922,i001335"
u000648,"i001922,i002009,i001240,i001049,i001682,i002056,i001584,i000058,i001335,i001688"
u000658,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000663,"i000324,i000110,i000555,i000898,i000327,i000720,i000909,i000877,i001134,i001516"
u000666,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000677,"i001922,i002009,i001240,i001049,i001682,i000977,i001753,i000555,i000058,i001584"
u000682,"i000481,i001038,i001069,i001952,i001663,i000909,i000207,i001478,i000661,i000521"
u000693,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000713,"i000521,i000342,i000481,i000661,i001663,i000207,i000248,i000909,i001952,i000947"
u000714,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000716,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000727,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000735,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000743,"i000282,i001914,i001151,i001875,i001649,i001711,i001877,i000842,i000947,i000931"
u000745,"i001914,i001649,i001445,i001753,i001949,i000555,i001069,i001508,i000521,i000909"
u000749,"i000481,i000909,i000342,i000521,i001069,i000661,i001952,i001663,i000207,i000554"
u000750,"i000324,i000555,i001922,i000909,i000342,i000898,i001049,i000521,i001753,i000110"
u000751,"i001069,i000947,i001267,i001713,i000931,i000481,i001952,i000570,i001189,i001002"
u000752,"i000646,i001663,i002132,i001478,i001038,i000158,i000619,i001445,i001284,i002146"
u000754,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000763,"i000909,i001713,i000342,i000570,i001069,i001109,i000481,i000947,i000619,i000563"
u000767,"i001952,i000481,i001069,i001038,i000207,i001663,i001267,i000158,i000661,i000248"
u000768,"i000909,i000342,i000521,i001713,i000481,i001069,i000661,i000570,i000563,i000110"
u000771,"i001069,i000481,i001267,i000947,i001713,i001952,i001663,i000570,i000909,i001002"
u000779,"i000324,i000110,i000555,i000898,i000327,i001134,i000877,i001516,i000720,i002149"
u000780,"i000481,i000909,i000342,i000521,i001069,i000661,i001952,i001663,i000207,i000554"
u000787,"i000661,i001952,i000248,i000521,i000342,i000481,i000270,i001046,i001038,i001296"
u000788,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000790,"i000909,i000342,i000521,i001713,i000324,i000661,i001069,i000555,i000110,i000570"
u000791,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000795,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000805,"i000555,i000324,i000110,i000898,i000327,i000877,i001151,i001134,i002149,i002102"
u000811,"i001922,i001682,i001240,i002009,i002056,i001335,i001049,i001584,i001753,i001151"
u000813,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000819,"i000481,i000909,i001038,i000207,i001663,i001069,i001478,i000158,i001952,i000646"
u000821,"i000481,i001038,i001478,i000909,i001663,i000207,i001952,i000554,i000158,i001445"
u000822,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000833,"i001922,i000977,i002009,i001049,i000898,i001753,i001801,i000058,i000555,i001584"
u000842,"i001143,i000554,i001445,i001914,i000956,i001949,i000342,i000898,i000555,i001649"
u000853,"i001069,i000481,i001267,i000947,i001713,i001952,i001663,i000570,i000909,i001002"
u000857,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000859,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000864,"i000481,i001038,i000909,i001952,i001663,i000207,i001478,i001069,i000158,i000661"
u000874,"i000481,i001663,i001038,i000207,i001478,i000646,i001069,i001952,i000158,i000909"
u000875,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000880,"i002056,i001240,i001151,i002009,i001786,i001682,i000754,i001515,i000282,i001335"
u000881,"i000909,i000481,i001069,i001445,i000342,i001949,i000661,i001952,i001914,i001649"
u000885,"i000342,i000909,i000521,i000481,i000324,i001922,i000695,i001663,i000661,i001952"
u000892,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000901,"i000481,i000909,i001069,i000342,i001952,i000521,i001663,i000661,i001038,i001445"
u000903,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000912,"i000481,i000909,i000207,i001038,i001663,i001478,i000158,i001952,i001069,i000186"
u000913,"i000521,i000342,i000481,i001069,i000661,i000909,i001952,i000554,i001663,i000167"
u000914,"i001069,i000481,i001267,i000947,i000931,i001952,i001713,i001663,i000909,i000652"
u000927,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000933,"i001240,i001682,i001922,i001151,i002009,i002056,i001584,i001688,i000058,i001786"
u000936,"i001952,i000661,i000909,i001069,i001673,i001710,i001455,i001002,i000028,i001046"
u000937,"i001952,i000481,i001038,i000661,i000248,i000158,i000207,i002146,i001046,i001069"
u000941,"i000481,i001663,i001038,i000207,i001478,i001952,i001069,i000909,i000158,i000619"
u000943,"i000554,i000661,i001445,i001949,i001046,i000521,i001875,i000956,i001191,i000481"
u000944,"i001922,i001682,i001753,i001240,i001914,i001508,i000325,i000360,i002056,i002009"
u000945,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000947,"i000342,i000481,i000521,i001445,i000554,i000661,i001952,i001663,i001949,i001508"
u000948,"i000481,i001949,i001445,i000554,i001455,i001046,i001952,i001663,i001710,i000909"
u000951,"i000646,i000481,i000521,i000661,i001952,i001663,i000342,i001069,i001038,i000248"
u000953,"i000909,i001109,i000481,i000342,i001713,i001952,i000619,i000158,i000207,i000661"
u000957,"i001922,i002009,i001240,i001049,i001682,i000977,i001753,i000555,i000058,i001584"
u000958,"i001069,i001267,i000947,i000481,i001713,i000570,i001663,i000521,i001952,i001002"
u000963,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000964,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000977,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000980,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u000988,"i001753,i001508,i001922,i000325,i001682,i000518,i002132,i001875,i000661,i001335"
u001000,"i001455,i001949,i001673,i001445,i001710,i000554,i001314,i001143,i000805,i001914"
u001006,"i001914,i001649,i001069,i000695,i001949,i001049,i000931,i001875,i000652,i000058"
u001008,"i000521,i000342,i000481,i000909,i000661,i001069,i001952,i000248,i000947,i001663"
u001009,"i001753,i001069,i001508,i000521,i001875,i000342,i000947,i000167,i001922,i000570"
u001013,"i001069,i000947,i001445,i001914,i000931,i000909,i001189,i001649,i000652,i001875"
u001016,"i000909,i000554,i000342,i000521,i001445,i000481,i001949,i001143,i000661,i001710"
u001019,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u001020,"i000481,i001038,i000909,i001952,i000661,i000207,i000158,i000521,i000342,i000248"
u001022,"i001682,i001240,i001922,i001151,i002009,i002056,i001786,i001515,i001191,i001335"
u001035,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u001037,"i001914,i001049,i001688,i001649,i000058,i001584,i000695,i001240,i000754,i002056"
u001041,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u001048,"i001049,i000695,i001584,i001688,i000058,i001240,i001462,i000401,i002056,i002009"
u001062,"i001786,i001682,i001445,i001515,i001753,i001151,i001508,i001240,i001922,i001914"
u001065,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u001073,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u001077,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u001078,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u001079,"i001069,i000931,i000282,i000652,i000947,i001143,i001151,i001267,i001710,i001914"
u001081,"i000555,i001151,i001445,i000909,i000720,i000110,i001914,i000324,i001143,i000898"
u001082,"i001952,i000661,i000481,i000342,i000521,i001663,i000909,i001478,i000248,i001949"
u001084,"i000481,i000342,i000521,i000661,i000909,i001952,i000207,i000248,i001046,i001069"
u001087,"i000661,i001952,i000521,i000481,i000342,i000248,i000909,i001038,i001445,i000270"
u001090,"i001753,i001508,i001151,i001906,i001914,i001682,i001786,i001191,i000720,i000360"
u001092,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u001103,"i001753,i000555,i001906,i001508,i000324,i000898,i000325,i000327,i001151,i000518"
u001105,"i000481,i001069,i001952,i001038,i000521,i000661,i000947,i000248,i000342,i000207"
u001110,"i000481,i000909,i001038,i000207,i001069,i001478,i001952,i000158,i001663,i000521"
u001112,"i001069,i001713,i000947,i001267,i000931,i000570,i001002,i000481,i000652,i000909"
u001120,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u001124,"i001455,i001673,i001710,i001445,i001949,i000554,i000805,i001314,i000931,i000968"
u001130,"i000554,i001949,i001445,i001143,i001191,i000956,i000521,i000167,i000342,i001314"
u001131,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u001142,"i000282,i001151,i001515,i002056,i001240,i001786,i000754,i002009,i001682,i000360"
u001144,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u001148,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u001151,"i000521,i000481,i001663,i001069,i000342,i000167,i001508,i000207,i000646,i000661"
u001157,"i001069,i000481,i001267,i000947,i000931,i001952,i001713,i001663,i000909,i000652"
u001159,"i000521,i000342,i000661,i000248,i000947,i000909,i000481,i001952,i000619,i001069"
u001165,"i001753,i001508,i000518,i000661,i002132,i001952,i001906,i000325,i001445,i000270"
u001167,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u001170,"i000554,i001753,i001508,i001445,i000661,i001191,i001952,i001046,i002132,i000956"
u001172,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u001183,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u001184,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u001198,"i001240,i001682,i001922,i002056,i002009,i001151,i001688,i001786,i000754,i001584"
u001200,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u001212,"i001753,i001922,i001508,i000325,i000555,i001906,i001682,i000324,i000360,i000898"
u001231,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u001233,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u001239,"i001069,i000481,i001038,i001952,i001267,i000947,i000248,i001663,i000521,i000619"
u001251,"i000661,i001046,i000481,i001952,i000521,i000342,i000248,i000619,i001445,i000909"
u001257,"i001143,i001445,i001914,i000720,i001786,i000968,i001949,i000931,i001191,i000554"
u001259,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u001262,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u001269,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u001277,"i000481,i000909,i001038,i000207,i001663,i001069,i001478,i000158,i001952,i000646"
u001278,"i001069,i001952,i001267,i000481,i000947,i001713,i000931,i001710,i001002,i001455"
u001285,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u001288,"i001663,i000251,i000554,i000282,i000931,i001875,i001069,i001949,i001240,i000947"
u001293,"i001455,i001673,i001445,i001710,i001949,i001314,i000554,i000805,i001109,i001046"
u001297,"i000646,i001663,i000481,i000909,i000521,i000342,i001069,i001038,i000661,i002132"
u001298,"i001952,i001069,i000248,i001267,i000947,i001002,i000661,i000619,i001296,i000570"
u001309,"i000646,i001663,i001069,i000481,i000521,i001753,i002132,i000342,i001508,i000947"
u001310,"i001445,i001508,i000554,i001191,i001753,i001914,i000167,i001143,i001949,i001673"
u001312,"i000248,i000570,i000521,i000947,i000342,i001002,i000207,i000661,i001296,i000481"
u001316,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u001317,"i001069,i001267,i001663,i000947,i001713,i000481,i000931,i001952,i000570,i001002"
u001318,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u001326,"i000481,i001069,i001952,i001267,i000207,i001663,i001038,i000909,i000947,i000158"
u001329,"i000909,i000481,i000521,i001069,i000342,i001713,i000207,i001038,i000570,i000661"
u001335,"i001922,i000977,i001663,i001478,i000909,i000342,i001753,i001682,i000521,i000956"
u001336,"i001952,i000661,i000248,i000481,i000270,i001046,i001038,i000342,i000521,i002146"
u001339,"i001663,i000324,i000555,i000646,i001922,i000327,i000110,i001753,i000977,i002009"
u001340,"i000521,i000342,i000646,i000661,i000248,i001753,i000619,i001952,i000481,i002132"
u001344,"i001663,i001069,i001952,i000481,i001478,i000646,i000248,i000521,i000342,i000619"
u001358,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u001366,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u001368,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u001377,"i000909,i000110,i000342,i001710,i000720,i001445,i001673,i001949,i001455,i000324"
u001384,"i000661,i002132,i001445,i001046,i000270,i001131,i002146,i000248,i001038,i000619"
u001391,"i000481,i001663,i001478,i000207,i001038,i000158,i000646,i001046,i001952,i002146"
u001395,"i001753,i001151,i001445,i001922,i001515,i000282,i001508,i001335,i001682,i001914"
u001405,"i000909,i000521,i000481,i001069,i000342,i000661,i001713,i001952,i000324,i000947"
u001419,"i001240,i001682,i001151,i001922,i002009,i002056,i001335,i000282,i001688,i000058"
u001424,"i000554,i001949,i001875,i000695,i001877,i000167,i000931,i000652,i000863,i001267"
u001425,"i001753,i001151,i000555,i001922,i000282,i001515,i001508,i000360,i001682,i001786"
u001429,"i000481,i001038,i000207,i001952,i001663,i000158,i001478,i000909,i000661,i000248"
u001437,"i001663,i000481,i001069,i001038,i000207,i001952,i000646,i001478,i000158,i001267"
u001441,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u001444,"i001922,i001240,i001682,i002009,i001049,i001584,i000058,i002056,i001688,i001335"
u001446,"i001922,i002009,i001240,i001049,i001682,i000977,i001753,i000555,i000058,i001584"
u001452,"i000324,i000555,i000110,i000898,i000327,i000720,i000909,i001143,i000877,i001516"
u001454,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u001463,"i001069,i001267,i001713,i000947,i000570,i001189,i001663,i000481,i001002,i000931"
u001471,"i000695,i001049,i001584,i000058,i001688,i001462,i001922,i001240,i000401,i002009"
u001481,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u001483,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u001487,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u001495,"i000521,i000646,i000342,i001663,i000619,i002132,i000661,i000167,i001069,i000481"
u001496,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u001499,"i001069,i000947,i001267,i001713,i000931,i000652,i000570,i001002,i001189,i000481"
u001501,"i000481,i001478,i001663,i001038,i000909,i000207,i000646,i001046,i000619,i001069"
u001504,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u001510,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u001531,"i000324,i000555,i000110,i000898,i000327,i001753,i000720,i000342,i000877,i000909"
u001532,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u001535,"i001240,i001682,i002009,i001151,i001922,i002056,i001688,i001786,i001335,i000200"
u001537,"i000481,i001069,i000909,i001952,i001922,i001663,i000521,i000695,i000661,i001240"
u001544,"i000661,i001753,i001952,i000270,i000521,i000342,i000248,i001508,i001038,i002132"
u001549,"i001069,i000481,i000947,i000521,i001267,i000619,i001713,i001952,i001663,i000570"
u001550,"i000481,i001038,i001478,i000207,i000158,i001663,i000646,i001952,i001046,i002146"
u001554,"i000342,i000521,i000248,i000661,i000909,i000207,i000481,i000947,i001663,i001952"
u001557,"i001478,i000481,i001663,i001046,i001445,i000646,i000909,i000619,i000661,i002132"
